İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Depozito,Balkon Durumu,Ada,Parsel,Balkon Sayısı,WC Sayısı,Yapı Durumu,Yapı Tipi,Aidat,Balkon Tipi,Görüntülü Gezilebilir mi?,Balkon Metrekare,Banyo Metrekare,Salon Metrekare,WC Metrekare
17529619,23 Haziran 2025,11 Temmuz 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,2,2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Tokat - Niksar - Kültür Mahallesi,https://www.emlakjet.com/ilan/akn-gayrimenkul-den-ayvaz-kultur-mahallesinde-kiralik-31-sifir-daire-17529619,,,,,,,Sıfır,Betonarme,,,,,,,
17565484,30 Haziran 2025,30 Haziran 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.500TL,Tokat - Tokat Merkez - Devegörmez Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-devegormez-mahallesinde-esyali-kiralik-21-daire-17565484,,,,,,,İkinci El,,,,,,,,
17610452,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,200 m²,220 m²,6+1,4,8.Kat,9,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,34.000TL,Tokat - Tokat Merkez - Esentepe Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-karsiyaka-da-kiralik-61-dublex-daire-17610452,,,,,,,,,,,,,,,
17525574,21 Haziran 2025,02 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,4,2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,12.000TL,Tokat - Tokat Merkez - Alipaşa Mahallesi,https://www.emlakjet.com/ilan/alipasa-cami-karsisinda-11-esyasiz-kiralik-daire-17525574,,,184,10,,,,,,,,,,,
17460726,09 Haziran 2025,28 Haziran 2025,Konut,Kiralık,Daire,135 m²,145 m²,3+1,21 Ve Üzeri,1.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Tokat - Tokat Merkez - Yeni Mahallesi,https://www.emlakjet.com/ilan/tokat-merkez-yeni-mh-esyali-31-kiralik-daire-17460726,20000 TL,Var,2790,2,2,1,İkinci El,Betonarme,,"Açık Balkon, Kapalı Balkon",Hayır,,,,
17532067,23 Haziran 2025,23 Haziran 2025,Konut,Kiralık,Daire,80 m²,150 m²,2+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,10.000TL,Tokat - Tokat Merkez - Alipaşa Mahallesi,https://www.emlakjet.com/ilan/bahceli-21-mustakil-girisli-carsi-merkezde-kiralik-daire-17532067,,,119,48,,,,,,,,,,,
17541590,25 Haziran 2025,20 Ağustos 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+1,5-10,6.Kat,6,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,17.500TL,Tokat - Tokat Merkez - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-karsiyaka-mahallesinde-kiralik-esyali-21-daire-17541590,,,,,,,İkinci El,,,,,,,,
17061733,23 Mart 2025,21 Temmuz 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,16-20,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,10.000TL,Tokat - Erbaa - Yunusemre Mahallesi,https://www.emlakjet.com/ilan/kiralik-daire-31-dogalgazli-17061733,1 TL,,681,277,,,,,1 TL,,,,,,
16435185,07 Aralık 2024,31 Temmuz 2025,Konut,Kiralık,Daire,15 m²,21 m²,1+1,1,1.Kat,1,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,5.000TL,Tokat - Tokat Merkez - Alipaşa Mahallesi,https://www.emlakjet.com/ilan/tokat-merkezde-firmalara-santiyelere-yatakhane-ofis-yasam-evi-16435185,,,,,,,,,,,,,,,
16059925,12 Ekim 2024,12 Haziran 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+0,5-10,2.Kat,2,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,12.000TL,Tokat - Tokat Merkez - Küçükbey Bağı Mahallesi,https://www.emlakjet.com/ilan/20-full-esyali-mobilyali-sadece-bayan-a-kiralik-daire-16059925,,,2371,16,,,,,,,,,,,
17386956,23 Mayıs 2025,12 Ağustos 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+0,0 (Yeni),3.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,23.000TL,Tokat - Almus - Akarçay Görümlü Bld. (Akarçay Armutalan Mahallesi),https://www.emlakjet.com/ilan/millet-parkina-koprubasina-novadaya-5-dk-mesafede-kiralik-17386956,,,174,5,,,,,,,,,,,
15021248,20 Nisan 2024,26 Haziran 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,1,Bodrum Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,8.500TL,Tokat - Tokat Merkez - Hocaahmet Mahallesi,https://www.emlakjet.com/ilan/tokat-behzatta-11-kiralik-zemin-kat-15021248,8500 TL,,,,,1,İkinci El,Betonarme,450 TL,,,,,,
16649547,13 Ocak 2025,16 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,0 (Yeni),1.Kat,6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,14.000TL,Tokat - Tokat Merkez - Yeniyurt Mahallesi,https://www.emlakjet.com/ilan/gop-kampus-yolu-uzerinde-ultra-luks-sifir-esyali-11-kiralik-16649547,,,71,130,,,,,,,,,,,
17283264,05 Mayıs 2025,12 Temmuz 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,5.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Tokat - Tokat Merkez - Semerkant Mahallesi,https://www.emlakjet.com/ilan/tokat-merkez-semerkantta-11-kiralik-daire-17283264,,Var,393,650,1,1,İkinci El,,,Açık Balkon,Hayır,,,,
17133727,09 Nisan 2025,28 Mayıs 2025,Konut,Kiralık,Daire,150 m²,600 m²,3+1,21 Ve Üzeri,Villa Tipi,2,Sobalı,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Tokat - Tokat Merkez - Kaşıkcıbağları Mahallesi,https://www.emlakjet.com/ilan/31-mustakil-600m2-hobi-bahceli-kasikci-baglarinda-sobali-bina-17133727,,,1253,5,,,İkinci El,,,,,,,,
15441917,06 Temmuz 2024,14 Temmuz 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,21 Ve Üzeri,1.Kat,6,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,,1,Genel Fiyat,15.000TL,Tokat - Tokat Merkez - Yeniyurt Mahallesi,https://www.emlakjet.com/ilan/tokat-merkez-yeniyurt-mah-universiteye-yakin-mevkide-kiralik-daire-15441917,15000 TL,Yok,,,,1,İkinci El,Betonarme,,,,,,,
16003921,02 Ekim 2024,20 Haziran 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,11-15,2.Kat,2,Sobalı,Boş,,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,6.000TL,Tokat - Turhal - Yavuz Selim Mahallesi,https://www.emlakjet.com/ilan/turhal-carsi-merkez-yavuz-selim-mahallesinde-kiralik-daire-16003921,,,,,,,İkinci El,Betonarme,,,,,,,
16665706,14 Ocak 2025,20 Haziran 2025,Konut,Kiralık,Daire,110 m²,125 m²,3+1,16-20,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,16.000TL,Tokat - Tokat Merkez - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/bahcelievler-mahallesinde-arakat-3-1-esyali-kiralik-daire-16665706,,,,,,,İkinci El,Betonarme,,,,,,,
16720060,23 Ocak 2025,24 Temmuz 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,15.Kat,16,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,13.500TL,Tokat - Tokat Merkez - Topçam Mahallesi,https://www.emlakjet.com/ilan/bayrakci-emlak-tan-topcam-mahallesinde-11-esyali-kiralik-daire-16720060,,,2797,4,,,İkinci El,Betonarme,,,,,,,
16434878,07 Aralık 2024,31 Temmuz 2025,Konut,Kiralık,Daire,15 m²,21 m²,1+1,1,1.Kat,1,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,5.000TL,Tokat - Tokat Merkez - Alipaşa Mahallesi,https://www.emlakjet.com/ilan/tokat-merkezde-firmalara-santiyelere-yatakhane-ofis-yasam-evi-16434878,,,,,,,,,,,,,,,
16434979,07 Aralık 2024,31 Temmuz 2025,Konut,Kiralık,Daire,15 m²,21 m²,1+1,1,1.Kat,1,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,5.000TL,Tokat - Tokat Merkez - Alipaşa Mahallesi,https://www.emlakjet.com/ilan/tokat-merkezde-firmalara-santiyelere-yatakhane-ofis-yasam-evi-16434979,,,,,,,,,,,,,,,
16792515,07 Şubat 2025,09 Temmuz 2025,Konut,Kiralık,Daire,70 m²,80 m²,4+1,21 Ve Üzeri,Yüksek Giriş,2,Sobalı,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Tokat - Tokat Merkez - Kaleardı Mahallesi,https://www.emlakjet.com/ilan/derbent-mahallesinde-kiralik-dogalgazli-bakimli-mustakil-konut-16792515,,,1442,1,,,İkinci El,Yığma,,,,,,,
16355867,25 Kasım 2024,15 Ağustos 2025,Konut,Kiralık,Daire,70 m²,80 m²,1+1,16-20,1.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Tokat - Tokat Merkez - Kümbet Mahallesi,https://www.emlakjet.com/ilan/jandarmaya-novada-avm-5dakika-balkonlu-esyali-aboneleri-acik-16355867,,,1807,7,,,,,,,,,,,
16171081,27 Ekim 2024,31 Mayıs 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,21 Ve Üzeri,Düz Giriş (Zemin),2,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,10.000TL,Tokat - Tokat Merkez - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/bahcelievlerde-kiralik-11-daire-16171081,,,,,,,İkinci El,Betonarme,,,,,,,
16547781,26 Aralık 2024,19 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,16-20,1.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.500TL,Tokat - Tokat Merkez - Esentepe Mahallesi,https://www.emlakjet.com/ilan/carsamba-pazari-karsiyaka-polis-merkezi-civarinda-21-esyali-16547781,,,1110,11,,,,,,,,,,,
16947391,05 Mart 2025,31 Temmuz 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Tokat - Tokat Merkez - Gülbaharhatun Mahallesi,https://www.emlakjet.com/ilan/tokat-il-kutuphanesi-karsisinda-merkezi-konum-21-kiralik-daire-16947391,,,119,54,,,İkinci El,,,,,,,,
15129837,09 Mayıs 2024,04 Haziran 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,3,1.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Tokat - Tokat Merkez - Alipaşa Mahallesi,https://www.emlakjet.com/ilan/alipasa-cami-karsisinda-11-esyali-mobilyali-kiralik-daire-15129837,,,268,131,,,İkinci El,Betonarme,,,,,,,
17367696,20 Mayıs 2025,25 Haziran 2025,Konut,Kiralık,Daire,165 m²,185 m²,4+1,0 (Yeni),12.Kat,17,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,27.000TL,Tokat - Tokat Merkez - Topçam Mahallesi,https://www.emlakjet.com/ilan/tokat-merkez-yazicioglunda-41-kiralik-sifir-daire-17367696,27000 TL,Var,161,1,2,2,Sıfır,Betonarme,750 TL,Kapalı Balkon,Hayır,,,,
17437162,01 Haziran 2025,19 Haziran 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.500TL,Tokat - Tokat Merkez - Altıyüzevler Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-ali-pasa-mahallesin-de-11-kiralik-daire-17437162,,,,,,,İkinci El,,,,,,,,
13454987,20 Haziran 2023,18 Ağustos 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,5-10,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Birim Fiyat,18.000TL,Tokat - Tokat Merkez - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/tokat-merkez-bahcelievlerde-kiralik-31-13454987,18000 TL,Var,,,3,1,İkinci El,Betonarme,,Açık Balkon,,,,,
17935984,22 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,150 m²,155 m²,3+1,11-15,6.Kat,9,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,27.000TL,Trabzon - Ortahisar - Aydınlıkevler Mahallesi,https://www.emlakjet.com/ilan/kuvvet-emlak-tan-aydinpark-sitesinde-kiralik-daire-17935984,,,,,,,,,,,,,,,
17918104,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,30 m²,35 m²,Stüdyo,21 Ve Üzeri,2.Kat,5,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,12.500TL,Trabzon - Ortahisar - Kalkınma Mahallesi,https://www.emlakjet.com/ilan/yali-gayrmenkul-den-tum-faturalar-dahil-merkezi-konum-10-studyo-17918104,12500 TL,Var,1090,62,1,,,,,,,,,,
17917215,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,11-15,Düz Giriş (Zemin),7,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,,1,Genel Fiyat,25.000TL,Trabzon - Ortahisar - Toklu Mahallesi,https://www.emlakjet.com/ilan/toklu-sahil-yolu-uzeri-kiralik-daire-17917215,25000 TL,Var,2894,2,2,,,,350 TL,Kapalı Balkon,,,,,
17937641,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,136 m²,170 m²,3+1,0 (Yeni),9.Kat,9,Merkezi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,,2,Genel Fiyat,30.000TL,Trabzon - Akçaabat - Yıldızlı Mahallesi,https://www.emlakjet.com/ilan/trabzon-akcaabat-yildizli-da-kiralik-31-sifir-daire-aciklamayi-okuyunuz-17937641,,Var,,,2,2,Sıfır,Betonarme,,Açık Balkon,,,,,
17938979,23 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,70 m²,110 m²,2+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,13.000TL,Trabzon - Ortahisar - Yeşiltepe Mahallesi,https://www.emlakjet.com/ilan/yesiltepe-de-cekirdek-aileye-calisan-kiralik-cati-kati-dairesi-17938979,,,2264,10,,,,,,,,,,,
17932125,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,3,3.Kat,10,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,18.000TL,Trabzon - Yomra - Sancak Mahallesi,https://www.emlakjet.com/ilan/yomra-sancakta-kiralik-11-temiz-daire-17932125,18000 TL,Var,28,14,1,1,İkinci El,Betonarme,350 TL,Açık Balkon,Evet,,,,
17909917,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,0 (Yeni),Kot 4 (-4).Kat,6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,20.000TL,Trabzon - Ortahisar - Karşıyaka Mahallesi,https://www.emlakjet.com/ilan/kucukler-gayrimenkulden-karsiyaka-da-kiralik-daire-17909917,,,3839,3,,,,,,,,,,,
17918600,20 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,0 (Yeni),3.Kat,3,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Evet,Yok,2,Genel Fiyat,30.000TL,Trabzon - Ortahisar - Çömlekçi Mahallesi,https://www.emlakjet.com/ilan/comlekci-toki-de-kiralik-31-daire-firsati-17918600,,,,,,,,,,,,,,,
17910447,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,150 m²,170 m²,3+1,16-20,1.Kat,3,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,30.000TL,Trabzon - Akçaabat - Akçakale Mahallesi,https://www.emlakjet.com/ilan/akcakalede-denize-sifir-full-esyali-31-170-m2-kiralik-daire-17910447,,,,,,,,,,,,,,,
17921045,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,,Müstakil Tapulu,Hayır,,1,Genel Fiyat,20.000TL,Trabzon - Ortahisar - Üniversite Mahallesi,https://www.emlakjet.com/ilan/yapi-form-emlak-tan-universite-mh-de-kiralik-31-daire-17921045,20000 TL,Var,,1069,2,,,,,,,,,,
17917975,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),2.Kat,7,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,16.500TL,Trabzon - Ortahisar - 1 Nolu Bostancı Mahallesi,https://www.emlakjet.com/ilan/yali-gayrimenkul-den-sifir-bina-sifir-11-deniz-manzarali-daire-17917975,16500 TL,Var,2208,6,,,,,600 TL,,,,,,
17936885,22 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,3.5+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.500TL,Trabzon - Beşikdüzü - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/vip-real-estate-besikduzu-cumhuriyet-mahallesi-nde-kiralik-daire-17936885,,,,,,,,,,,,,,,
17941718,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,4,2.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,2,Birim Fiyat,20.000TL,Trabzon - Arsin - Şenkaya Mahallesi,https://www.emlakjet.com/ilan/trabzon-arsin-senkaya-mah-kiralik31-daire-17941718,20000 TL,Var,330,72,2,2,İkinci El,Betonarme,500 TL,Kapalı Balkon,Hayır,5 m²,10 m²,25 m²,
17926782,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,18.000TL,Trabzon - Ortahisar - Hızırbey Mahallesi,https://www.emlakjet.com/ilan/trabzon-hizirbey-kiralik-21-cati-kati-daire-17926782,18000 TL,,54,28,,,,,130 TL,,,,,,
17935405,22 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,190 m²,200 m²,4+1,5-10,1.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,3,Genel Fiyat,25.000TL,Trabzon - Ortahisar - Konaklar Mahallesi,https://www.emlakjet.com/ilan/konaklarda-41-genis-ferah-deniz-manzarali-kiralik-daire-17935405,,,,,,,,,,,,,,,
17930916,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,25 m²,30 m²,Stüdyo,4,3.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Trabzon - Ortahisar - Kalkınma Mahallesi,https://www.emlakjet.com/ilan/yali-gayrimenkul-den-ana-cadde-uzerinde-kiralik-10-studyo-dairelerr-17930916,15000 TL,Yok,3468,85,,,,,,,,,,,
17917917,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,21 Ve Üzeri,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,9.000TL,Trabzon - Ortahisar - Pelitli Mahallesi,https://www.emlakjet.com/ilan/yali-gayrmenkul-den-pelitli-mahallesinde-uygun-kiralik-11-daire-17917917,9000 TL,,2208,6,,,,,,,,,,,
17933216,22 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,135 m²,150 m²,3+1,16-20,10.Kat,12,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,25.000TL,Trabzon - Ortahisar - Pelitli Mahallesi,https://www.emlakjet.com/ilan/trabzon-pelitli-mahallesi-31-deniz-manzarali-kiralik-konut-17933216,25000 TL,Var,116,2,2,,,,,Kapalı Balkon,,,,,
17937106,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,16-20,2.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,,1,Genel Fiyat,14.000TL,Trabzon - Ortahisar - Bahçecik Mahallesi,https://www.emlakjet.com/ilan/trabzon-bahcecik-te-kiralik-21-daire-17937106,,Var,789,5,,,,,250 TL,,Evet,,,,
17915070,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,5-10,Yüksek Giriş,8,Merkezi Doğalgaz,Boş,,Hisseli Tapu,Evet,,2,Genel Fiyat,18.000TL,Trabzon - Ortahisar - Kanuni Mahallesi,https://www.emlakjet.com/ilan/kanuni-mahallesinde-kiralik-daire-17915070,18000 TL,Var,142,2,1,,,,,,,,,,
17926834,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,130 m²,135 m²,3+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,20.000TL,Trabzon - Ortahisar - 2 Nolu Beşirli Mahallesi,https://www.emlakjet.com/ilan/trabzon-besirli-site-ici-kiralik-daire-17926834,,,1426,42,,,,,450 TL,,,,,,
17908073,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,16-20,Yüksek Giriş,7,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,2,Genel Fiyat,18.000TL,Trabzon - Ortahisar - 2 Nolu Beşirli Mahallesi,https://www.emlakjet.com/ilan/trabzon-besirli-site-ici-kiralik-daire-17908073,,,1521,10,,,,,300 TL,,,,,,
17918368,19 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,21 Ve Üzeri,2.Kat,5,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.000TL,Trabzon - Ortahisar - Kalkınma Mahallesi,https://www.emlakjet.com/ilan/yali-gayrimenkul-den-merkezi-konum-tum-faturalar-dahil-11-esyali-daire-17918368,17000 TL,Var,2207,4,1,,,,,,,,,,
17916793,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,21 Ve Üzeri,6.Kat,6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Trabzon - Ortahisar - Fatih Mahallesi,https://www.emlakjet.com/ilan/trabzon-inonu-de-kiralik-31-daire-17916793,20000 TL,Var,1038,132,,,,,500 TL,,Evet,,,,
17944316,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,110 m²,112 m²,3+1,16-20,11.Kat,11,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,15.000TL,Trabzon - Akçaabat - Sarıtaş Mahallesi,https://www.emlakjet.com/ilan/akcaabat-deniz-manzarali-kiraliik-daire-31-dogalgazli-17944316,,,672,3,,,,,,,,,,,
17930443,21 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,149 m²,200 m²,4+1,0 (Yeni),3.Kat,4,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Evet,Yok,2,Genel Fiyat,55.000TL,Trabzon - Ortahisar - Çömlekçi Mahallesi,https://www.emlakjet.com/ilan/trabzon-da-kiralik-daire-41-comlekci-toki-en-on-blok-17930443,,,,,,,,,,,,,,,
17909003,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,16-20,Kot 4 (-4).Kat,5,Kombi Doğalgaz,Boş,,Arsa Tapulu,Hayır,,1,Genel Fiyat,13.000TL,Trabzon - Arsin - Yeşilce Mahallesi,https://www.emlakjet.com/ilan/trabzon-arsin-yesilce-mah-kiralik-daire-17909003,,,81,43,,,,,,,,,,,
17920053,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,220 m²,225 m²,4+1,5-10,5.Kat,8,Kombi Doğalgaz,Boş,Eşyalı,Tapu Kaydı Yok,Hayır,Yok,2,Genel Fiyat,41.000TL,Trabzon - Ortahisar - Yalıncak Mahallesi,https://www.emlakjet.com/ilan/trabzon-yalincak-full-deniz-manzarali-41-esyali-kiralik-daire-17920053,41000 TL,Var,,,2,1,İkinci El,Betonarme,,,Evet,,,,
17927752,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,30 m²,40 m²,Stüdyo,5-10,5.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,12.500TL,Trabzon - Ortahisar - Üniversite Mahallesi,https://www.emlakjet.com/ilan/trabzon-kalkinma-da-kiralik-esyali-10-daire-hersey-dahil-17927752,12000 TL,,2214,7,,,,,,,Evet,,,,
17930444,21 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,130 m²,145 m²,3+1,11-15,11.Kat,11,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,28.000TL,Trabzon - Ortahisar - Çukurçayır Mahallesi,https://www.emlakjet.com/ilan/cukurcayir-ak-city-1-de-kiralik-daire-17930444,,,,,,,,,,,,,,,
