İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Aidat,Depozito,Balkon Durumu,Balkon Sayısı,Ada,Parsel,Yapı Durumu,Yapı Tipi,Balkon Tipi,Banyo Metrekare,Salon Metrekare,WC Sayısı,WC Metrekare,Balkon Metrekare,Görüntülü Gezilebilir mi?
17898472,17 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,145 m²,185 m²,4+1,11-15,3.Kat,7,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,26.000TL,Kahramanmaraş - Onikişubat - Haydar Bey Mahallesi,https://www.emlakjet.com/ilan/binevler-turyaptan-haydarbey-mah-41-kiralik-daire-17898472,,,,,,,,,,,,,,,
17932672,22 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,5-10,2.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,12.250TL,Kahramanmaraş - Dulkadiroğlu - Menderes Mahallesi,https://www.emlakjet.com/ilan/kiralik-11-fuul-esyali-17932672,,,,,,,,,,,,,,,
17849479,12 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,85 m²,120 m²,2+1,4,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Kahramanmaraş - Dulkadiroğlu - Yahya Kemal Mahallesi,https://www.emlakjet.com/ilan/has-gayrimenkul-den-kiralik-21-kuyumcu-kent-karsisi-17849479,,,,,,,,,,,,,,,
17901026,17 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,35 m²,40 m²,1+1,0 (Yeni),1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,18.000TL,Kahramanmaraş - Onikişubat - Haydar Bey Mahallesi,https://www.emlakjet.com/ilan/tekerek-akdo-civari-esyasiz-kiralik-11-daire-17901026,,,,,,,,,,,,,,,
17942207,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,135 m²,150 m²,3+1,5-10,Düz Giriş (Zemin),6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,19.000TL,Kahramanmaraş - Onikişubat - Abdülhamid Han Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-abdulhamithan-cami-karsisi-depozitosuz-31-kiralik-17942207,,,,,1685,15,,,,,,,,,
17944486,24 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,35 m²,60 m²,Stüdyo,4,2.Kat,9,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,15.000TL,Kahramanmaraş - Onikişubat - Maarif Mahallesi,https://www.emlakjet.com/ilan/reos-gayrimenkul-den-universitesi-civari-esyali-kiralik-daire-17944486,,,,,,,,,,,,,,,
17900413,17 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,107 m²,135 m²,3+1,0 (Yeni),4.Kat,4,Merkezi Doğalgaz,Boş,Boş,Bilinmiyor,Evet,Yok,1,Genel Fiyat,11.500TL,Kahramanmaraş - Pazarcık - Mehmet Emin Arıkoğlu Mahallesi,https://www.emlakjet.com/ilan/remax-yeni-den-pazarcik-toki-lerde-kiralik-31-eksiksiz-daire-17900413,,,,,,,,,,,,,,,
17914855,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,40 m²,65 m²,1+1,5-10,2.Kat,5,Merkezi Doğalgaz,Boş,,Kat İrtifakı,Evet,,1,Genel Fiyat,14.000TL,Kahramanmaraş - Onikişubat - Karamanlı Mahallesi,https://www.emlakjet.com/ilan/kiralik-11-17914855,,,,,1176,2,,,,,,,,,
17897482,16 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,30 m²,45 m²,Stüdyo,4,4.Kat,5,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Kahramanmaraş - Dulkadiroğlu - Egemenlik Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-piazza-avm-civari-hasarsiz-faturalar-dahil-10-esyali-17897482,,,,,,,,,,,,,,,
17880869,15 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,175 m²,215 m²,5+1,5-10,1.Kat,10,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,22.500TL,Kahramanmaraş - Onikişubat - Yirmiikigün Mahallesi,https://www.emlakjet.com/ilan/remax-yeni-den-mevsim-sitesi-kav-kiralik-51-daire-17880869,,,,,,,,,,,,,,,
17859439,13 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,5-10,1.Kat,2,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,13.000TL,Kahramanmaraş - Dulkadiroğlu - Egemenlik Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-uncular-cami-civari-faturalar-dahil-esyali-11-daire-17859439,,,Var,1,3702,4,İkinci El,,Açık Balkon,,,1,,,Evet
17924388,20 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,135 m²,170 m²,3+1,21 Ve Üzeri,2.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,22.000TL,Kahramanmaraş - Onikişubat - İstiklal Mahallesi,https://www.emlakjet.com/ilan/ismail-yildirim-emlak-tan-31-kiralik-daire-17924388,,,,,,,,,,,,,,,
17908168,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,60 m²,75 m²,2+0,3,Bahçe Dublex,3,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,25.000TL,Kahramanmaraş - Dulkadiroğlu - Egemenlik Mahallesi,https://www.emlakjet.com/ilan/kiralik-dublex-luks-20-daire-17908168,0 TL,25000 TL,,,3265,6,,,,,,,,,
17913111,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,65 m²,80 m²,2+1,4,3.Kat,5,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,28.500TL,Kahramanmaraş - Dulkadiroğlu - Egemenlik Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-piazza-avm-karsisi-21-esyali-faturalar-dahil-17913111,,,,,1631,5,,,,,,,,,
17888574,15 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,110 m²,135 m²,3+0,16-20,2.Kat,2,Sobalı,Boş,Boş,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,11.500TL,Kahramanmaraş - Dulkadiroğlu - Ekmekçi Mahallesi,https://www.emlakjet.com/ilan/carsi-merkezde-kiralik-ev-17888574,,,,,,,,,,,,,,,
17748853,01 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,4,5.Kat,7,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.500TL,Kahramanmaraş - Onikişubat - Tekerek Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-tekerek-kucuk-ev-karsisi-11-esyasiz-luks-daire-17748853,,,,,5070,6,,,,,,,,,
17755256,02 Ağustos 2025,02 Ağustos 2025,Konut,Kiralık,Daire,110 m²,140 m²,3+1,5-10,1.Kat,11,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,2,Genel Fiyat,22.000TL,Kahramanmaraş - Onikişubat - Üngüt Mahallesi,https://www.emlakjet.com/ilan/er-tas-tan-megapoint-hg-hospital-ve-postane-civari-kiralik-31-17755256,,,Var,,6105,2,,,,,,,,,
17690142,21 Temmuz 2025,21 Temmuz 2025,Konut,Kiralık,Daire,166 m²,188 m²,3+1,5-10,Yüksek Giriş,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,,2,Genel Fiyat,26.000TL,Kahramanmaraş - Andırın - Tufan Paşa Mahallesi,https://www.emlakjet.com/ilan/tufanpasa-mah-31-dogalgazli-daire-17690142,,,Var,2,299,34,,,"Açık Balkon, Kapalı Balkon",,,2,,,
17819914,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,140 m²,180 m²,3+1,11-15,7.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,26.000TL,Kahramanmaraş - Onikişubat - Şehit Abdullah Çavuş Mahallesi,https://www.emlakjet.com/ilan/harika-konumda-genis-31-17819914,,,,,,,,,,,,,,,
17849466,12 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,90 m²,120 m²,2+1,5-10,1.Kat,9,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Kahramanmaraş - Onikişubat - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/has-gayrimenkul-den-adliye-civari-genis-kiralik-21-17849466,,,,,,,,,,,,,,,
17762887,04 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,19.000TL,Kahramanmaraş - Onikişubat - Çamlık Mahallesi,https://www.emlakjet.com/ilan/21-camlik-mh-genis-daire-17762887,100 TL,20000 TL,Var,1,6881,1,,,,,,2,,,
17819639,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,210 m²,275 m²,4+1,11-15,2.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,20.000TL,Kahramanmaraş - Dulkadiroğlu - Egemenlik Mahallesi,https://www.emlakjet.com/ilan/cetin-gayrimenkul-den-il-emliyet-ve-sular-has-civari-kiralik-41-17819639,,,,,,,,,,,,,,,
17662977,16 Temmuz 2025,07 Ağustos 2025,Konut,Kiralık,Daire,180 m²,225 m²,5+1,5-10,4.Kat,10,Merkezi (Pay Ölçer),Boş,Boş,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,30.000TL,Kahramanmaraş - Onikişubat - Tavşan Tepe Mahallesi,https://www.emlakjet.com/ilan/ahirdagi-caddesi-site-icinde-kiralik-51-17662977,,,,,6515,4,,,,,,,,,
17688842,21 Temmuz 2025,22 Ağustos 2025,Konut,Kiralık,Daire,145 m²,160 m²,4+1,5-10,5.Kat,10,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,21.000TL,Kahramanmaraş - Onikişubat - Üngüt Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-jandarma-karsisi-megapoint-hastanesi-yani-41-kiralik-17688842,,,,,5037,17,,,,,,,,,
17640947,11 Temmuz 2025,11 Temmuz 2025,Konut,Kiralık,Daire,35 m²,50 m²,Stüdyo,4,1.Kat,9,Merkezi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,14.750TL,Kahramanmaraş - Onikişubat - Maarif Mahallesi,https://www.emlakjet.com/ilan/atnas-216-esyali-10-kiralik-daire-17640947,,,,,,,,,,,,,,,
17729434,29 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,9.000TL,Kahramanmaraş - Dulkadiroğlu - Karataş Mahallesi,https://www.emlakjet.com/ilan/cetin-gayrimenkul-den-karacasu-tokide-kiralik-esyasiz-11-17729434,,,,,,,,,,,,,,,
17748981,01 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,4,4.Kat,5,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,20.000TL,Kahramanmaraş - Dulkadiroğlu - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-il-emniyet-civari-cadde-uzeri-faturalar-dahil-11-17748981,,,,,3182,5,,,,,,,,,
17723093,28 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,4,2.Kat,5,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,19.000TL,Kahramanmaraş - Dulkadiroğlu - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-bahcelievler-100-yil-ortaokulu-civari-luks-11-esyali-17723093,,,,,4348,14,,,,,,,,,
17849467,12 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,38 m²,50 m²,1+1,5-10,1.Kat,5,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Kahramanmaraş - Onikişubat - Fatih Mahallesi,https://www.emlakjet.com/ilan/has-gayrimenkul-den-ibrahim-calik-lisesi-civari-esyali-11-17849467,,,,,,,,,,,,,,,
17727943,29 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,85 m²,110 m²,2+1,5-10,5.Kat,6,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,25.000TL,Kahramanmaraş - Onikişubat - Boğaziçi Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-bogazici-ana-cadde-uzeri-21-esyali-kiralik-daire-17727943,,,,,6066,1,,,,,,,,,
17750849,01 Ağustos 2025,01 Ağustos 2025,Konut,Kiralık,Daire,165 m²,185 m²,4+1,5-10,4.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,25.000TL,Kahramanmaraş - Onikişubat - Tekerek Mahallesi,https://www.emlakjet.com/ilan/cetin-gayrimenkul-den-tekerek-mahallesin-de-kiralik-41-daire-17750849,,,,,,,,,,,,,,,
17692392,22 Temmuz 2025,22 Temmuz 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,5-10,5.Kat,9,Merkezi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,17.500TL,Kahramanmaraş - Onikişubat - Üngüt Mahallesi,https://www.emlakjet.com/ilan/universite-civari-bornova-konutlarinda-kiralik-11-daire-17692392,,,,,,,,,,,,,,,
17692722,22 Temmuz 2025,14 Ağustos 2025,Konut,Kiralık,Daire,180 m²,220 m²,5+1,5-10,7.Kat,7,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,30.000TL,Kahramanmaraş - Onikişubat - Bin Evler Mahallesi,https://www.emlakjet.com/ilan/binevler-turyap-tan-polis-noktasi-yani-kiralik-51-daire-17692722,,,,,,,,,,,,,,,
17751059,01 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,115 m²,140 m²,3+1,5-10,11.Kat,13,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,2,Genel Fiyat,35.000TL,Kahramanmaraş - Onikişubat - Maarif Mahallesi,https://www.emlakjet.com/ilan/maarif-mahallesinde-ful-esyali-kiralik-31-daire-17751059,,,,,6189,1,,,,,,,,,
17787827,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,220 m²,260 m²,5+1,11-15,6.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,43.000TL,Kahramanmaraş - Onikişubat - Üngüt Mahallesi,https://www.emlakjet.com/ilan/reos-gayrimenkul-den-cadde-kenari-kiralik-daire-ofis-17787827,,,,,,,,,,,,,,,
17663655,16 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,45 m²,60 m²,1+1,4,3.Kat,5,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,24.000TL,Kahramanmaraş - Dulkadiroğlu - Egemenlik Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-piazza-avm-civari-hasarsiz-faturalar-dahil-11-esyali-17663655,,,,,3702,4,,,,,,,,,
17782910,08 Ağustos 2025,08 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,5-10,4.Kat,8,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,15.000TL,Kahramanmaraş - Onikişubat - Maarif Mahallesi,https://www.emlakjet.com/ilan/er-tas-tan-universite-karsisi-esyali-11-17782910,,,,,4780,11,,,,,,,,,
17819926,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,40 m²,55 m²,1+1,4,5.Kat,8,Merkezi Doğalgaz,Boş,Boş,Kooperatiften Tapu,Evet,Yok,1,Genel Fiyat,13.000TL,Kahramanmaraş - Onikişubat - Maarif Mahallesi,https://www.emlakjet.com/ilan/universite-karsisinda-kiralik-esyasiz-11-17819926,,,,,,,,,,,,,,,
17811358,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,45 m²,60 m²,1+1,4,4.Kat,5,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,24.000TL,Kahramanmaraş - Dulkadiroğlu - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-piazza-avm-yurume-mesafesinde-depozitosuz-11-daire-17811358,,,,,,,,,,,,,,,
17825743,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,175 m²,210 m²,5+1,4,4.Kat,10,Merkezi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,24.000TL,Kahramanmaraş - Onikişubat - Ağcalı Mahallesi,https://www.emlakjet.com/ilan/fen-lisesi-civari-kiralik-51-17825743,,,,,,,,,,,,,,,
17738943,30 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,4,1.Kat,9,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Kahramanmaraş - Onikişubat - Yamaçtepe Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-fidan-paca-civari-21-kiralik-daire-17738943,,,,,6044,6,,,,,,,,,
17632963,10 Temmuz 2025,10 Temmuz 2025,Konut,Kiralık,Daire,180 m²,238 m²,5+1,5-10,4.Kat,9,Merkezi (Pay Ölçer),Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,33.000TL,Kahramanmaraş - Onikişubat - Yamaçtepe Mahallesi,https://www.emlakjet.com/ilan/universite-karisi-luxs-genis-5-1-dairemiz-kiraliktir-17632963,,,,,,,,,,,,,,,
17819913,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,5-10,3.Kat,5,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Kahramanmaraş - Dulkadiroğlu - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/remax-yeni-den-emniyet-md-sgk-civari-luks-kiralik-esyali-daire-17819913,,,,,,,,,,,,,,,
17819907,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,160 m²,200 m²,4+1,5-10,1.Kat,7,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,28.000TL,Kahramanmaraş - Onikişubat - Mimar Sinan Mahallesi,https://www.emlakjet.com/ilan/remax-yeni-den-cocuk-hastanesi-civari-41-kiralik-site-ici-daire-17819907,,,,,,,,,,,,,,,
17657539,15 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,4,3.Kat,5,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,18.000TL,Kahramanmaraş - Dulkadiroğlu - Egemenlik Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-piazza-civari-11-klimali-kiralik-firsat-daire-17657539,,,,,5549,5,,,,,,,,,
16359726,25 Kasım 2024,21 Ağustos 2025,Konut,Kiralık,Daire,120 m²,145 m²,3+1,1,1.Kat,9,Merkezi Doğalgaz,Boş,Boş,Bilinmiyor,Evet,Yok,2,Genel Fiyat,15.000TL,Kahramanmaraş - Dulkadiroğlu - Yenikent Mahallesi,https://www.emlakjet.com/ilan/nehir-emlak-tan-kiralik-31-her-katta-4-daire-var-16359726,,,,,,,Sıfır,Betonarme,,,,1,,,
17610211,07 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,45 m²,60 m²,1+1,4,3.Kat,8,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,16.500TL,Kahramanmaraş - Onikişubat - Maarif Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-universte-karsisinda-depozitosuz-esyali-11-daire-17610211,,,,,6042,3,,,,,,,,,
17619771,08 Temmuz 2025,22 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,16.900TL,Kahramanmaraş - Dulkadiroğlu - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-il-emniyet-civari-luks-esyali-kiralik-11-daire-17619771,,,Yok,,3271,11,,,,,,,,,
17185172,19 Nisan 2025,02 Temmuz 2025,Konut,Kiralık,Daire,43 m²,65 m²,1+1,3,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,13.250TL,Kahramanmaraş - Dulkadiroğlu - Mehmet Akif Mahallesi,https://www.emlakjet.com/ilan/piazza-ya-yurume-mesafesinde-esyali-11-daire-17185172,,,,,,,,,,,,,,,
16574384,30 Aralık 2024,30 Haziran 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,4,4.Kat,5,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Kahramanmaraş - Dulkadiroğlu - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/remax-yeni-den-yeni-emniyet-sgk-civari-kiralik-esyali-daire-16574384,,,,,,,,,,,,,,,
17468049,11 Haziran 2025,11 Haziran 2025,Konut,Kiralık,Daire,40 m²,60 m²,2+0,5-10,5.Kat,9,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Evet,,1,Genel Fiyat,16.000TL,Kahramanmaraş - Onikişubat - Maarif Mahallesi,https://www.emlakjet.com/ilan/er-tas-tan-universite-karsisi-esyali-20-17468049,,,Var,,6037,14,,,,,,,,,
17067127,24 Mart 2025,20 Haziran 2025,Konut,Kiralık,Daire,50 m²,60 m²,2+0,5-10,2.Kat,11,Merkezi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,20.500TL,Kahramanmaraş - Onikişubat - Üngüt Mahallesi,https://www.emlakjet.com/ilan/yeni-rotadan-bornova-konutlarinda-ultra-lux-kiralik-20-daire-17067127,,,,,,,,,,,,,,,
16516747,21 Aralık 2024,22 Temmuz 2025,Konut,Kiralık,Daire,115 m²,135 m²,3+1,0 (Yeni),2.Kat,5,Merkezi Kömür,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,12.500TL,Kahramanmaraş - Dulkadiroğlu - Akyar Mahallesi,https://www.emlakjet.com/ilan/akyar-mahallesi-nde-kiralik-31-ikinci-kat-16516747,,,Var,2,,,Sıfır,Betonarme,Açık Balkon,,,1,,,Hayır
17476742,13 Haziran 2025,13 Haziran 2025,Konut,Kiralık,Daire,290 m²,350 m²,5+1,1,2.Kat,14,Merkezi (Pay Ölçer),Kiracı Oturuyor,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,75.000TL,Kahramanmaraş - Onikişubat - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/reos-gayrimenkul-den-panorama-life-de-kiralik-luks-daire-17476742,,,,,,,,,,,,,,,
16042068,09 Ekim 2024,01 Temmuz 2025,Konut,Kiralık,Daire,400 m²,450 m²,6+1,11-15,4.Kat,10,Merkezi (Pay Ölçer),Boş,,Bilinmiyor,Hayır,,3,Genel Fiyat,60.000TL,Kahramanmaraş - Onikişubat - Necip Fazıl Mahallesi,https://www.emlakjet.com/ilan/rizik-gayrimenkul-den-sehrin-gozde-yerinde-kiralik-lux-61-16042068,,,,,1908,2,,,,,,,,,
17589333,04 Temmuz 2025,04 Temmuz 2025,Konut,Kiralık,Daire,65 m²,95 m²,2+0,5-10,2.Kat,6,Kombi Doğalgaz,Boş,,Kat İrtifakı,Evet,,1,Genel Fiyat,16.500TL,Kahramanmaraş - Onikişubat - Akif İnan Mahallesi,https://www.emlakjet.com/ilan/nfk-civarigenis-esyali-20-17589333,350 TL,16500 TL,Var,1,2248,2,,,Açık Balkon,,,,,,
17132839,09 Nisan 2025,02 Temmuz 2025,Konut,Kiralık,Daire,42 m²,58 m²,1+1,4,1.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,15.550TL,Kahramanmaraş - Onikişubat - Yunus Emre Mahallesi,https://www.emlakjet.com/ilan/esyali-merkezi-konumda-luks-11-daire-17132839,,,,,,,,,,,,,,,
17335968,14 Mayıs 2025,23 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,4,3.Kat,5,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,23.000TL,Kahramanmaraş - Dulkadiroğlu - Menderes Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-spor-salonlu-faturalar-dahil-esyali-lux-11-17335968,,,,,3654,14,,,,,,,,,
17416482,29 Mayıs 2025,23 Ağustos 2025,Konut,Kiralık,Daire,45 m²,60 m²,1+1,4,2.Kat,5,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.500TL,Kahramanmaraş - Onikişubat - Mimar Sinan Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-cocuk-hastanesi-civari-depozitosuz-kiralik-11-daire-17416482,,,,,2937,1,,,,,,,,,
14891442,21 Mart 2024,23 Ağustos 2025,Konut,Kiralık,Daire,42 m²,48 m²,1+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Birim Fiyat,12.000TL,Kahramanmaraş - Dulkadiroğlu - Egemenlik Mahallesi,https://www.emlakjet.com/ilan/sahibinden-esyasiz-11-daire-14891442,240 TL,11000 TL,Var,1,,,,,Açık Balkon,,,,,,
17416457,29 Mayıs 2025,22 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,0 (Yeni),2.Kat,8,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.500TL,Kahramanmaraş - Onikişubat - Maarif Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-universte-karsisinda-sifir-binada-11-esyali-daire-17416457,,,,,6037,14,,,,,,,,,
