İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Ada,Parsel,Yapı Durumu,Yapı Tipi,Aidat,Depozito,Banyo Metrekare,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Balkon Metrekare,WC Sayısı,WC Metrekare,Görüntülü Gezilebilir mi?,Salon Metrekare
17685802,20 Temmuz 2025,20 Temmuz 2025,Konut,Kiralık,Daire,115 m²,135 m²,2+1,5-10,1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,20.000TL,Erzurum - Palandöken - Hüseyin Avni Ulaş Mahallesi,https://www.emlakjet.com/ilan/tam-nokta-kent-ten-sehir-hastanesi-karsisi-kiralik-daire-17685802,,,,,,,,,,,,,,,
17683208,20 Temmuz 2025,20 Temmuz 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,16-20,1.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Erzurum - Palandöken - Müftü Solakzade Mahallesi,https://www.emlakjet.com/ilan/re-max-kirmizi-dan-erzurum-yenisehir-de-kiralik-31-daire-17683208,,,,,,,,,,,,,,,
17712183,25 Temmuz 2025,25 Temmuz 2025,Konut,Kiralık,Daire,155 m²,187 m²,4+1,21 Ve Üzeri,5.Kat,6,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,20.000TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/isik-gayrimenkul-den-sehir-merkezin-de-41-kiralik-daire-17712183,,,,,,,,,,,,,,,
17630471,10 Temmuz 2025,10 Temmuz 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,5-10,Yüksek Giriş,6,Merkezi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,23.000TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/rota-gayrimenkul-den-terminal-de-21-esyali-kiralik-daire-17630471,,,,,,,,,,,,,,,
17662533,16 Temmuz 2025,16 Temmuz 2025,Konut,Kiralık,Daire,95 m²,110 m²,2+1,16-20,Bodrum Kat,5,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,6.500TL,Erzurum - Aziziye - Saltuklu Mahallesi,https://www.emlakjet.com/ilan/dadaskent-te-masrafsiz-kiralik-bodrum-kat-17662533,,,,,,,,,,,,,,,
17683196,20 Temmuz 2025,20 Temmuz 2025,Konut,Kiralık,Daire,120 m²,130 m²,2.5+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,9.000TL,Erzurum - Yakutiye - Kazım Karabekir Paşa Mahallesi,https://www.emlakjet.com/ilan/re-max-kirmizi-dan-erzurum-sehir-merkezinde-kiralik-2-51-daire-17683196,,,,,,,,,,,,,,,
17711961,25 Temmuz 2025,25 Temmuz 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,9.500TL,Erzurum - Palandöken - Adnan Menderes Mahallesi,https://www.emlakjet.com/ilan/altin-emlak-tan-yenisehir-de-31-kiralik-arakat-daire-17711961,,,,,,,,,,,,,,,
17704418,24 Temmuz 2025,24 Temmuz 2025,Konut,Kiralık,Daire,95 m²,120 m²,2+1,3,7.Kat,7,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,27.500TL,Erzurum - Palandöken - Hüseyin Avni Ulaş Mahallesi,https://www.emlakjet.com/ilan/rota-gayrimenkul-den-yildizkent-te-21-esyali-kiralik-daire-17704418,,,,,,,,,,,,,,,
17662815,16 Temmuz 2025,16 Temmuz 2025,Konut,Kiralık,Daire,120 m²,130 m²,2+1,11-15,5.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Erzurum - Yakutiye - Muratpaşa Mahallesi,https://www.emlakjet.com/ilan/labirent-gm-den-egitim-fak-karsisi-kiralik-21-daire-17662815,,,,,,,,,,,,,,,
17509947,19 Haziran 2025,23 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,3,1.Kat,4,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.000TL,Erzurum - Aziziye - Saltuklu Mahallesi,https://www.emlakjet.com/ilan/tum-faturalar-ve-aidat-dahil-esyali-kiralik-11-daire-17509947,6492,1,,,,,,,,,,,,,
17497036,17 Haziran 2025,17 Haziran 2025,Konut,Kiralık,Daire,110 m²,115 m²,2+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,8.000TL,Erzurum - Palandöken - Yunusemre Mahallesi,https://www.emlakjet.com/ilan/guler-emlak-tan-yunus-emre-mah-de-kiralik-daire-17497036,,,,,,,,,,,,,,,
17535910,24 Haziran 2025,24 Haziran 2025,Konut,Kiralık,Daire,133 m²,150 m²,3+1,16-20,9.Kat,10,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.500TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/fest-gm-den-gez-mah-esyali-kiralik-daire-17535910,5551,6,,,,,,,,,,,,,
17505743,18 Haziran 2025,18 Haziran 2025,Konut,Kiralık,Daire,60 m²,80 m²,1+1,1,2.Kat,3,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,19.000TL,Erzurum - Aziziye - Saltuklu Mahallesi,https://www.emlakjet.com/ilan/rota-gayrimenkul-den-her-sey-dahil-esyali-kiralik-daireler-17505743,,,,,,,,,,,,,,,
17497023,17 Haziran 2025,25 Haziran 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,21 Ve Üzeri,5.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Erzurum - Palandöken - Yunusemre Mahallesi,https://www.emlakjet.com/ilan/guler-gayrimenkul-den-kayakyolunda-kiralik-daire-17497023,1492,1,,,,,,,,,,,,,
17497026,17 Haziran 2025,17 Haziran 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.000TL,Erzurum - Yakutiye - Muratpaşa Mahallesi,https://www.emlakjet.com/ilan/guler-emlak-tan-sehir-merkezinde-kiralik-daire-17497026,,,,,,,,,,,,,,,
17607763,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,5-10,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,15.500TL,Erzurum - Yakutiye - Şükrüpaşa Mahallesi,https://www.emlakjet.com/ilan/fobem-gm-den-kiralik-31-daire-17607763,,,,,,,,,,,,,,,
17497038,17 Haziran 2025,17 Haziran 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL,Erzurum - Palandöken - Adnan Menderes Mahallesi,https://www.emlakjet.com/ilan/guler-gayrimenkulden-kosk-mah-de-31-kiralik-daire-17497038,,,,,,,,,,,,,,,
17607773,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,21 Ve Üzeri,1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.500TL,Erzurum - Yakutiye - Rabia Ana Mahallesi,https://www.emlakjet.com/ilan/fobem-gm-den-kiralik-21-daire-17607773,,,,,,,,,,,,,,,
17485474,14 Haziran 2025,14 Haziran 2025,Konut,Kiralık,Daire,140 m²,155 m²,3+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,15.000TL,Erzurum - Palandöken - Adnan Menderes Mahallesi,https://www.emlakjet.com/ilan/guler-emlak-tan-cat-yolu-uzerinde-beyaz-evlerde-kiralik-daire-17485474,5732,1,,,,,,,,,,,,,
17588297,03 Temmuz 2025,04 Temmuz 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL,Erzurum - Yakutiye - Muratpaşa Mahallesi,https://www.emlakjet.com/ilan/lux-erzurum-dan-sehir-merkezinde-kiralik-21-arakat-daire-17588297,,,,,,,,,,,,,,,
17481530,14 Haziran 2025,28 Temmuz 2025,Konut,Kiralık,Daire,70 m²,80 m²,1+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Birim Fiyat,10.000TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/sahibinden-sehrin-merkezinde-esyali-daire-17481530,929,104,İkinci El,Kagir,,10000 TL,10 m²,Var,,,10 m²,1,10 m²,Hayır,
17505664,18 Haziran 2025,18 Haziran 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,21 Ve Üzeri,Bahçe Katı,3,Merkezi Doğalgaz,Boş,Eşyalı,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,15.000TL,Erzurum - Palandöken - Hüseyin Avni Ulaş Mahallesi,https://www.emlakjet.com/ilan/rota-dan-yildizkent-de-hersey-dahil-kiralik-21-daire-17505664,,,,,,,,,,,,,,,
17454703,05 Haziran 2025,10 Haziran 2025,Konut,Kiralık,Daire,75 m²,95 m²,2+1,3,5.Kat,8,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,18.750TL,Erzurum - Yakutiye - Rabia Ana Mahallesi,https://www.emlakjet.com/ilan/turyap-tamnoktadan-esyal-lux-daire-tasinmaya-hazir-17454703,,,,,,,,,,,,,,,
17454689,05 Haziran 2025,10 Haziran 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,21 Ve Üzeri,Bodrum Kat,2,Merkezi Doğalgaz,Boş,Eşyalı,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,8.750TL,Erzurum - Aziziye - Gez Köyü OSB Mahallesi,https://www.emlakjet.com/ilan/tam-nokta-kent-ten-21-kiralik-daire-17454689,,,,,,,,,,,,,,,
17607889,07 Temmuz 2025,20 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,11-15,Yüksek Giriş,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Birim Fiyat,5.500TL,Erzurum - Yakutiye - Kurtuluş Mahallesi,https://www.emlakjet.com/ilan/hilalkent-tokide-1-arti-1-kiralik-daire-17607889,7437,5,İkinci El,Betonarme,,,,Yok,,,,1,,Evet,
17497032,17 Haziran 2025,13 Ağustos 2025,Konut,Kiralık,Daire,115 m²,130 m²,2+1,4,Yüksek Giriş,5,Merkezi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,24.000TL,Erzurum - Palandöken - Hüseyin Avni Ulaş Mahallesi,https://www.emlakjet.com/ilan/guler-gayrimenkul-den-yildizkent-te-kiralik-esyali-daire-17497032,12411,3,,,,,,,,,,,,,
17608881,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,150 m²,170 m²,3+1,11-15,3.Kat,6,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,13.000TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/rota-gayrimenkul-den-mng-avm-karsisi-31-kiralik-daire-17608881,,,,,,,,,,,,,,,
17497016,17 Haziran 2025,17 Haziran 2025,Konut,Kiralık,Daire,140 m²,150 m²,4+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,9.000TL,Erzurum - Yakutiye - Muratpaşa Mahallesi,https://www.emlakjet.com/ilan/guler-emlak-tan-yoncalikta-kiralik-41-daire-17497016,,,,,,,,,,,,,,,
17537896,24 Haziran 2025,24 Haziran 2025,Konut,Kiralık,Daire,125 m²,135 m²,2+1,21 Ve Üzeri,1.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.500TL,Erzurum - Yakutiye - Şükrüpaşa Mahallesi,https://www.emlakjet.com/ilan/rota-dan-sukrupasa-5evlerde-kardesler-cami-yan-21-kiralik-daire-17537896,,,,,,,,,,,,,,,
17470503,11 Haziran 2025,11 Haziran 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,4.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL,Erzurum - Palandöken - Adnan Menderes Mahallesi,https://www.emlakjet.com/ilan/fobem-gm-den-yenisehirde-kiralik-31-daire-17470503,,,,,,,,,,,,,,,
17505657,18 Haziran 2025,18 Haziran 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,16-20,Bodrum Kat,2,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,Yok,Yok,Genel Fiyat,8.500TL,Erzurum - Aziziye - Selçuklu Mahallesi,https://www.emlakjet.com/ilan/rota-dan-dadaskent-te-kiralik-21-bodrum-kati-daire-17505657,,,,,,,,,,,,,,,
17505643,18 Haziran 2025,18 Haziran 2025,Konut,Kiralık,Daire,240 m²,260 m²,5+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,30.500TL,Erzurum - Aziziye - Saltuklu Mahallesi,https://www.emlakjet.com/ilan/rota-gm-den-dadaskent-de-51-dubleks-site-ici-kiralik-daire-17505643,,,,,,,,,,,,,,,
17588298,03 Temmuz 2025,04 Temmuz 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,0 (Yeni),4.Kat,7,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.750TL,Erzurum - Palandöken - Hüseyin Avni Ulaş Mahallesi,https://www.emlakjet.com/ilan/lux-erzurun-dan-yildizkent-bulvarda-sifir-kiralik-11-daire-17588298,,,,,,,,,,,,,,,
17573895,01 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,1.Kat,2,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,19.000TL,Erzurum - Aziziye - Selçuklu Mahallesi,https://www.emlakjet.com/ilan/tum-faturalar-ve-aidat-dahil-esyali-kiralik-11-daire-17573895,7803,3,,,,,,,,,,,,,
17551895,26 Haziran 2025,26 Haziran 2025,Konut,Kiralık,Daire,170 m²,200 m²,4+1,5-10,2.Kat,5,Merkezi Doğalgaz,Boş,Eşyalı,Tapu Kaydı Yok,Hayır,Yok,2,Genel Fiyat,27.000TL,Erzurum - Palandöken - Adnan Menderes Mahallesi,https://www.emlakjet.com/ilan/yildizkent-telsizlerde-esyali-kiralik-41-daire-17551895,,,,,,,,,,,,,,,
17505686,18 Haziran 2025,18 Haziran 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,0 (Yeni),3.Kat,3,Merkezi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,17.250TL,Erzurum - Aziziye - Saltuklu Mahallesi,https://www.emlakjet.com/ilan/rota-gm-den-dadaskent-de-full-esyali-11-kiralik-daire-17505686,,,,,,,,,,,,,,,
17518364,20 Haziran 2025,20 Haziran 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,3,2.Kat,3,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Erzurum - Aziziye - Saltuklu Mahallesi,https://www.emlakjet.com/ilan/rota-gayrimenkul-den-her-sey-dahil-esyali-kiralik-daireler-17518364,,,,,,,,,,,,,,,
17510067,19 Haziran 2025,23 Ağustos 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+0,3,1.Kat,4,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,18.500TL,Erzurum - Aziziye - Saltuklu Mahallesi,https://www.emlakjet.com/ilan/tum-faturalar-ve-aidat-dahil-esyali-kiralik-20-daire-17510067,6492,1,,,,,,,,,,,,,
17518367,20 Haziran 2025,20 Haziran 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,16-20,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,12.000TL,Erzurum - Yakutiye - Rabia Ana Mahallesi,https://www.emlakjet.com/ilan/rota-gm-den-sehir-merkezinde-kiralik-31-daire-17518367,,,,,,,,,,,,,,,
17429823,31 Mayıs 2025,15 Ağustos 2025,Konut,Kiralık,Daire,72 m²,75 m²,1+1,1,2.Kat,3,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Birim Fiyat,16.500TL,Erzurum - Aziziye - Saltuklu Mahallesi,https://www.emlakjet.com/ilan/atilim-gold-emlaktan-erzurum-dadaskent-saltuklu-mahallesinde-kiralik-apart-evler-17429823,,,,,,,,,,,,,,,
17437697,02 Haziran 2025,02 Haziran 2025,Konut,Kiralık,Daire,145 m²,160 m²,3+1,21 Ve Üzeri,4.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.500TL,Erzurum - Palandöken - Hüseyin Avni Ulaş Mahallesi,https://www.emlakjet.com/ilan/new-palandoken-den-yildizkent-merkezi-konumda-kiralik-31-daire-17437697,,,,,,,,,,,,,,,
17224527,26 Nisan 2025,01 Temmuz 2025,Konut,Kiralık,Daire,120 m²,130 m²,2+1,21 Ve Üzeri,4.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Erzurum - Palandöken - Adnan Menderes Mahallesi,https://www.emlakjet.com/ilan/kosk-mah-gun-boyu-gunes-alan-bakimli-kiralik-daire-17224527,,,,,,,,,,,,,,,
17391379,24 Mayıs 2025,24 Mayıs 2025,Konut,Kiralık,Daire,108 m²,115 m²,3+1,0 (Yeni),2.Kat,7,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,24.500TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/caykara-cadddesi-mumcu-konutlarinda-31-kiralik-daire-17391379,,,,,,,,,,,,,,,
17320544,11 Mayıs 2025,01 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Erzurum - Yakutiye - Muratpaşa Mahallesi,https://www.emlakjet.com/ilan/re-max-kirmizi-dan-erzurum-cumhuriyet-cad-de-kiralik-daire-ofis-17320544,,,,,,,,,,,,,,,
17279794,04 Mayıs 2025,30 Temmuz 2025,Konut,Kiralık,Daire,165 m²,180 m²,3+1,21 Ve Üzeri,4.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,22.000TL,Erzurum - Palandöken - Hüseyin Avni Ulaş Mahallesi,https://www.emlakjet.com/ilan/lux-erzurum-dan-yildizkent-te-sehir-hastanesi-karsisi-31-arakat-17279794,,,,,,,,,,,,,,,
15717399,17 Ağustos 2024,29 Temmuz 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,15.000TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/terminal-mahallesi-nde-esyali-kiralik-21-daire-15717399,,,İkinci El,Betonarme,0 TL,15000 TL,5 m²,Yok,,,,1,,,35 m²
17443300,03 Haziran 2025,03 Haziran 2025,Konut,Kiralık,Daire,170 m²,190 m²,4+1,11-15,7.Kat,7,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Evet,Yok,2,Genel Fiyat,21.000TL,Erzurum - Palandöken - Hüseyin Avni Ulaş Mahallesi,https://www.emlakjet.com/ilan/lux-erzurum-dan-yildizkent-te-nurettin-topcu-lisesi-karsisi-41-17443300,,,,,,,,,,,,,,,
15668241,09 Ağustos 2024,31 Temmuz 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,0 (Yeni),4.Kat,7,Merkezi (Pay Ölçer),Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,18.500TL,Erzurum - Palandöken - Hüseyin Avni Ulaş Mahallesi,https://www.emlakjet.com/ilan/yildizkent-te-bogazici-sitesi-nde-esyali-kiralik-11-daire-15668241,,,,,,18000 TL,6 m²,,,,,1,,,
16344260,23 Kasım 2024,28 Mayıs 2025,Konut,Kiralık,Daire,115 m²,130 m²,3+1,21 Ve Üzeri,5.Kat,5,Merkezi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,8.500TL,Erzurum - Palandöken - Adnan Menderes Mahallesi,https://www.emlakjet.com/ilan/detaydan-erzurum-yenisehirde-kiralik-daire-16344260,,,,,,,,,,,,,,,
17443602,03 Haziran 2025,04 Haziran 2025,Konut,Kiralık,Daire,45 m²,60 m²,1+1,0 (Yeni),3.Kat,3,Merkezi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,15.000TL,Erzurum - Aziziye - Yarımca Mahallesi,https://www.emlakjet.com/ilan/re-max-kirmizi-dan-erzurum-dadaskent-te-kiralik-11-daire-17443602,,,,,,,,,,,,,,,
17452270,05 Haziran 2025,05 Haziran 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,21 Ve Üzeri,2.Kat,4,Sobalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,5.000TL,Erzurum - Yakutiye - Muratpaşa Mahallesi,https://www.emlakjet.com/ilan/rota-gm-den-asagi-kosk-te-21-kiralik-daire-17452270,,,,,,,,,,,,,,,
17436060,01 Haziran 2025,01 Haziran 2025,Konut,Kiralık,Daire,50 m²,58 m²,2+1,0 (Yeni),2.Kat,7,Merkezi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,16.500TL,Erzurum - Yakutiye - Ömer Nasuhi Bilmen Mahallesi,https://www.emlakjet.com/ilan/fobem-gm-den-kombina-caddesinde-kiralik-21-daire-17436060,,,,,,,,,,,,,,,
17420675,29 Mayıs 2025,15 Ağustos 2025,Konut,Kiralık,Daire,44 m²,47 m²,1+1,0 (Yeni),2.Kat,5,Merkezi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Birim Fiyat,17.000TL,Erzurum - Aziziye - Saltuklu Mahallesi,https://www.emlakjet.com/ilan/atilim-gold-emlaktan-erzurum-dadaskent-te-lokko-kafe-lokasyonunda-apart-evler-17420675,,,,,,,,,,,,,,,
17127032,07 Nisan 2025,26 Temmuz 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,0 (Yeni),1.Kat,3,Merkezi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,,2,Genel Fiyat,17.000TL,Erzurum - Aziziye - Saltuklu Mahallesi,https://www.emlakjet.com/ilan/dadaskent-te-kapali-otoparkli-site-icerisinde-kiralik-21-luks-daire-17127032,,,,,,17000 TL,,Var,1,Açık Balkon,,,,,30 m²
17443617,03 Haziran 2025,03 Haziran 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,13.000TL,Erzurum - Palandöken - Adnan Menderes Mahallesi,https://www.emlakjet.com/ilan/re-max-kirmizi-dan-erzurum-kosk-mah-de-esyali-kiralik-31-daire-17443617,,,,,,,,,,,,,,,
17924830,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,1.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,11.000TL,Eskişehir - Tepebaşı - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/ful-esyali-anadolu-universitesi-iletisim-kapisi-yakini-11-ayri-mutfakli-kombili-daire-17924830,19817,5,,,,,,,,,,,,,
17935144,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,21.000TL,Eskişehir - Odunpazarı - İstiklal Mahallesi,https://www.emlakjet.com/ilan/istiklal-mahallesi-adalar-in-ortasinda-kiralik-31-17935144,13192,12,,,,,,,,,,,,,
17923686,20 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Eskişehir - Odunpazarı - Yıldıztepe Mahallesi,https://www.emlakjet.com/ilan/kr-unity-den-yildiztepe-de-arakat-asansorlu-31-kiralik-daire-17923686,,,,,,,,,,,,,,,
17928486,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,11-15,3.Kat,6,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Eskişehir - Sivrihisar - Hızırbey Mahallesi,https://www.emlakjet.com/ilan/bakimli-daire-17928486,5728,1,İkinci El,Betonarme,200 TL,15000 TL,45 m²,Var,2,Açık Balkon,10 m²,2,10 m²,Hayır,70 m²
17934913,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,11-15,1.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,19.000TL,Eskişehir - Odunpazarı - Gültepe Mahallesi,https://www.emlakjet.com/ilan/gultepe-mh-onu-acik-21-kiralik-daire-17934913,19713,5,,,,,,,,,,,,,
