İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Balkon Durumu,Balkon Sayısı,Balkon Tipi,WC Sayısı,Fiyat Durumu,fiyat,konum,URL,Ada,Parsel,Yapı Durumu,Eşya Durumu,Takas,Yapı Tipi,Aidat,Depozito,Görüntülü Gezilebilir mi?,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
17926821,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,1,1.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,Var,1,Açık Teras,1,Genel Fiyat,13.000TL,Afyonkarahisar - Bolvadin - Yeni Mahallesi,https://www.emlakjet.com/ilan/yaman-dan-bolvadin-yeni-mah-sifir-esyali-11-kiralik-daire-17926821,159,53,Sıfır,Eşyalı,,Betonarme,,,Evet,,,,
17870095,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,2+1,4,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,20.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Selçuklu Mahallesi,https://www.emlakjet.com/ilan/sekerci-emlak-tan-selcuklu-mah-esyali-kiralik-daire-17870095,,,,Eşyalı,Yok,,,,,,,,
17855736,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,0 (Yeni),5.Kat,6,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,25.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Ali Çetinkaya Mahallesi,https://www.emlakjet.com/ilan/eski-stadyum-bolgesinde-ultra-lux-21-kiralik-daire-17855736,,,,Boş,Yok,,,,,,,,
17906662,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,2+0,5-10,4.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,15.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/yagiz-oglu-emlak-tan-kiralik-cadde-ustu-on-cephe-20-17906662,,,,Eşyalı,Yok,,,,,,,,
17921384,20 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,5-10,Bahçe Katı,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,10.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Kanlıca Mahallesi,https://www.emlakjet.com/ilan/afyon-tezcan-emlaktan-kanlica-mah-bahce-kati-kiralik-21-daire-17921384,2521,23,,,,,,,,,,,
17866686,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,2+0,4,4.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,11.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/aktif-emlak-tan-kiralik-esyali-daire-20-17866686,,,,Eşyalı,Yok,,,,,,,,
17806356,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,2+0,5-10,1.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,12.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/afyon-erenler-ortakoy-kafe-ustu-kiralik-20-17806356,,,,Eşyalı,Yok,,,,,,,,
17855141,13 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,0 (Yeni),Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,16.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Erkmen Bld. (Cumhuriyet Mahallesi),https://www.emlakjet.com/ilan/altinyildiz-dan-erkmen-de-sifir-21-daire-17855141,,,,Boş,Yok,,,,,,,,
17855689,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,95 m²,105 m²,2+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,17.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Esentepe Mahallesi,https://www.emlakjet.com/ilan/premium-dan-esentepe-mah-21-d-gazli-ara-kat-kiralik-daire-17855689,,,,Boş,Yok,,,,,,,,
17832962,12 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,48 m²,62 m²,2+0,5-10,4.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,10.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/sahibinden-erenler-afyonkarahisar-da-kiralik-20-daire-17832962,108,3,,,,,,,,,,,
17810846,10 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,Çatı Katı,6,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Var,,,,Genel Fiyat,11.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/erenler-de-yakit-aidat-dahil-11-terasli-esyali-kiralik-daire-17810846,106,4,,,,,,2000 TL,,,,,
17855685,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,16.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Selçuklu Mahallesi,https://www.emlakjet.com/ilan/premium-dan-selcukluda-11-esyali-kiralik-daire-17855685,,,,Eşyalı,Yok,,,,,,,,
17836659,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,110 m²,115 m²,3+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,22.750TL,Afyonkarahisar - Afyonkarahisar Merkez - Dörtyol Mahallesi,https://www.emlakjet.com/ilan/park-afyon-dan-kiralik-31-daire-uydukent-otogar-toki-17836659,,,,Boş,Yok,,,,,,,,
17817724,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,2+0,5-10,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,9.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/afyon-isilay-emlak-tan-erenlerde-20-esyali-daire-17817724,,,,Eşyalı,Yok,,,,,,,,
17825492,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,5-10,Bahçe Katı,4,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,,,,,Genel Fiyat,13.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erkmen Bld. (Cumhuriyet Mahallesi),https://www.emlakjet.com/ilan/saglam-emlaktan-uydukentte-kiralik-esyali-31-bahce-kati-daire-17825492,,,,Eşyalı,Yok,,,,,,,,
17855703,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,72 m²,80 m²,2+1,4,3.Kat,3,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,19.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Selçuklu Mahallesi,https://www.emlakjet.com/ilan/premium-emlaktan-afyon-selcuklu-mah-21-kiralik-luks-daire-17855703,,,,Eşyalı,Yok,,,,,,,,
17855143,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,2.Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,12.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Mareşal Fevzi Çakmak Mahallesi,https://www.emlakjet.com/ilan/altinyildiz-emlaktan-kiralik-daire-17855143,,,,Boş,Yok,,,,,,,,
17839293,12 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,4,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Var,1,Açık Balkon,1,Genel Fiyat,10.000TL,Afyonkarahisar - Bolvadin - Lala Sinan Paşa Mahallesi,https://www.emlakjet.com/ilan/yaman-dan-bolvadin-carsi-merkezde-esyali-kiralik-11-daireler-17839293,282,61,İkinci El,Eşyalı,,Betonarme,,,Evet,,,,
17806957,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,10.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/erenler-de-sifir-esyali-tertemiz-kiralik-daire-17806957,,,,Eşyalı,Yok,,,,,,,,
17806359,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,1.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,10.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/yagiz-oglu-emlak-guvencesi-ile-kiralik-on-cephe-11-daire-17806359,,,,Eşyalı,Yok,,,,,,,,
17836656,12 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,100 m²,115 m²,3+1,3,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,23.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Hoca Ahmet Yesevi Mahallesi,https://www.emlakjet.com/ilan/askeri-fabrika-yani-hic-oturulmamis-ankastre-arakat-d-gazli-31-17836656,,,,Boş,Yok,,,,,,,,
17836654,12 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+1,0 (Yeni),2.Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,18.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Erkmen Bld. (Cumhuriyet Mahallesi),https://www.emlakjet.com/ilan/afyon-erkmen-yolu-uzeri-sifir-yola-cepheli-d-gazli-esyali-21-17836654,,,,Eşyalı,Yok,,,,,,,,
17806365,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,2+0,5-10,1.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,10.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/yagiz-oglu-emlak-guvencesi-ile-kiralik-20-cadde-ustu-daire-17806365,,,,Eşyalı,Yok,,,,,,,,
17836636,12 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,165 m²,175 m²,4+1,5-10,4.Kat,12,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,3,,,,,Genel Fiyat,45.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Selçuklu Mahallesi,https://www.emlakjet.com/ilan/akarcay-ve-sehir-manzarali-site-arakat-ultra-luks-genis-41-17836636,,,,Boş,Yok,,,,,,,,
17825496,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,3,Düz Giriş (Zemin),4,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Hayır,1,,,,,Genel Fiyat,18.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Battalgazi Mahallesi,https://www.emlakjet.com/ilan/saglam-emlaktan-cetinkaya-tokide-kiralik-luks-daire-17825496,,,,Boş,Yok,,,,,,,,
17806364,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,2+0,5-10,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,10.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/yagizoglu-emlak-tan-20-on-cephe-kiralik-balkonlu-daire-17806364,,,,Eşyalı,Yok,,,,,,,,
17855695,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,2+1,5-10,4.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,14.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/premium-dan-erenler-de-kiralik-esyali-21-daire-17855695,,,,Eşyalı,Yok,,,,,,,,
17855717,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Kiracı Oturuyor,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,14.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Eşrefpaşa Mahallesi,https://www.emlakjet.com/ilan/premium-dan-esrefpasa-mah-vazo-sitesinde-kiralik-31-daire-17855717,,,,Boş,Yok,,,,,,,,
17817735,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,105 m²,110 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,17.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/afyon-isilay-emlak-tan-kurtulus-caddesi-kiralik-31-daire-17817735,,,,Boş,Yok,,,,,,,,
17825484,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+1,0 (Yeni),3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,25.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Selçuklu Mahallesi,https://www.emlakjet.com/ilan/saglam-emlaktan-selcukluda-hastane-arkasinda-kiralik-21daire-17825484,,,,Eşyalı,Yok,,,,,,,,
17828997,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,2+0,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,11.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/uydukent-emlak-tan-erenlerin-merkezinde-20-d-gazli-daire-17828997,,,,Eşyalı,Yok,,,,,,,,
17855697,13 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,150 m²,170 m²,4+1,11-15,3.Kat,4,Jeotermal,Boş,Kat Mülkiyeti,Evet,2,,,,,Genel Fiyat,28.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Selçuklu Mahallesi,https://www.emlakjet.com/ilan/selcuklu-da-kiralik-site-icerisinde-41-afjetli-daire-17855697,,,,Boş,Yok,,,,,,,,
17817737,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,105 m²,110 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,15.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/afyon-isilay-emlak-tan-kurtulus-caddesi-kiralik-31-daire-17817737,,,,Boş,Yok,,,,,,,,
17855701,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,0 (Yeni),1.Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,18.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erkmen Bld. (Cumhuriyet Mahallesi),https://www.emlakjet.com/ilan/erkmen-de-kiralik-lux-full-esyali-11-daire-17855701,,,,Eşyalı,Yok,,,,,,,,
17836662,12 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,165 m²,175 m²,4+1,0 (Yeni),1.Kat,6,Jeotermal,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,36.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Ali Çetinkaya Mahallesi,https://www.emlakjet.com/ilan/merkez-de-kapali-otopark-ankastre-afjetd-gaz-sifir-luks-41-17836662,962,3,,Boş,Yok,,,,,,,,
17834623,12 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,2+0,5-10,1.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,12.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/afyonkarahisar-erenlerde-20-17834623,,,,Eşyalı,Yok,,,,,,,,
17800830,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,135 m²,145 m²,3+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,13.000TL,Afyonkarahisar - Afyonkarahisar Merkez - İstiklal Mahallesi,https://www.emlakjet.com/ilan/adliye-arkasi-31-135-m2-genis-ferah-daire-kiraliktir-17800830,,,,Boş,Yok,,,,,,,,
17800828,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,116 m²,125 m²,3+1,11-15,3.Kat,3,Jeotermal,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,18.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erkmen Bld. (Fevzi Çakmak Mahallesi),https://www.emlakjet.com/ilan/erkmen-cinar-toki-evleri-116-m2-net-harika-dairemiz-kiraliktir-17800828,,,,Boş,Yok,,,,,,,,
17735714,30 Temmuz 2025,30 Temmuz 2025,Konut,Kiralık,Daire,50 m²,55 m²,2+0,5-10,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,11.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/erenler-tam-merkezde-arakat-20-50-m2-genis-temiz-daire-kiralik-17735714,,,,Eşyalı,Yok,,,,,,,,
17716212,26 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,4,Kot 1 (-1).Kat,4,Merkezi Doğalgaz,Boş,Tapu Kaydı Yok,Evet,1,,,,,Genel Fiyat,13.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Dörtyol Mahallesi,https://www.emlakjet.com/ilan/sadikbey-tokilerde-orman-manzarali-21-daire-kiraliktir-17716212,,,,Boş,Yok,,,,,,,,
17796845,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,2+0,4,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,10.750TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/duru-group-universite-karsisi-ana-cadde-uzeri-20-temiz-daire-17796845,,,,Eşyalı,Yok,,,,,,,,
17739859,30 Temmuz 2025,31 Temmuz 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,11-15,4.Kat,5,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,,,,,Genel Fiyat,20.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/aktif-emlak-tan-cumhuriyet-mah-kiralik-esyali-daire-31-17739859,,,,Eşyalı,Yok,,,,,,,,
17741257,31 Temmuz 2025,31 Temmuz 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,13.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Marulcu Mahallesi,https://www.emlakjet.com/ilan/salim-group-emlaktan-11-merkezde-kiralik-20-esyali-daireler-17741257,,,,,Yok,,,,,,,,
17741262,31 Temmuz 2025,31 Temmuz 2025,Konut,Kiralık,Daire,65 m²,75 m²,3+0,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,14.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Marulcu Mahallesi,https://www.emlakjet.com/ilan/salim-group-emlak-marulcu-mahallesi-esyali-mukemmel-konum-daire-17741262,,,,Eşyalı,Yok,,,,,,,,
17735712,30 Temmuz 2025,30 Temmuz 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,11-15,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,9.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Hoca Ahmet Yesevi Mahallesi,https://www.emlakjet.com/ilan/sahipata-huzur-kent-sitesi-tokilerde-lux-11-esyasiz-daire-17735712,,,,Boş,Yok,,,,,,,,
17709539,24 Temmuz 2025,20 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,16.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Selçuklu Mahallesi,https://www.emlakjet.com/ilan/afyon-ozsu-emlaktan-file-market-karsisi-11-esyali-kiralik-daire-17709539,,,,Eşyalı,Yok,,,,,,,,
17683618,20 Temmuz 2025,20 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,2+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Yok,,,,Genel Fiyat,12.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/erenlerde-dogalgazli-21-esyali-kiralik-daire-17683618,107,7,,Eşyalı,Yok,,300 TL,2000 TL,,,,,
17800832,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,135 m²,145 m²,4+1,16-20,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,17.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Eşrefpaşa Mahallesi,https://www.emlakjet.com/ilan/esrefpasa-mh-41-135-m2-net-bakimli-merkezdeki-daire-kiraliktir-17800832,,,,Boş,Yok,,,,,,,,
17801896,10 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,5-10,5.Kat,5,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Evet,1,,,,,Genel Fiyat,14.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Dörtyol Mahallesi,https://www.emlakjet.com/ilan/lobby-fortisten-afyon-ili-cetin-kaya-tokilerde-21-kiralik-daire-17801896,,,,Boş,Yok,,,,,,,,
17720177,26 Temmuz 2025,17 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,8.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/aktif-emlaktan-kiralik-11-17720177,,,,Eşyalı,Yok,,,,,,,,
17719930,26 Temmuz 2025,20 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,3+1,21 Ve Üzeri,Bodrum Kat,3,Jeotermal,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,8.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/sogut-emlak-tan-afyon-merkez-kiralik-daire-17719930,818,949,,,,,100 TL,,,,,,
17738346,30 Temmuz 2025,30 Temmuz 2025,Konut,Kiralık,Daire,80 m²,90 m²,1+1,5-10,3.Kat,5,Jeotermal,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,27.500TL,Afyonkarahisar - İhsaniye - Yaylabağı Bld. (Esentepe Mahallesi),https://www.emlakjet.com/ilan/ozgul-termal-de-agustos-ta-gul-blok-havuzlu-sifa-ve-tatil-keyfi-17738346,105,122,,,,,,,,,,,
17716213,26 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+0,4,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,12.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/erenler-anayol-uzerinde-60m2-arakat-temiz-esyali-daire-kiralikti-17716213,,,,Eşyalı,Yok,,,,,,,,
17708609,24 Temmuz 2025,30 Temmuz 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,16-20,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Var,2,,,Genel Fiyat,9.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Sahipata Mahallesi,https://www.emlakjet.com/ilan/sahipatada-21-kiralik-daire-17708609,2653,10,,,,,,9000 TL,,,,,
17760517,04 Ağustos 2025,04 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,16.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Esentepe Mahallesi,https://www.emlakjet.com/ilan/atakoy-rampasi-anayol-uzeri-31-arakat-daire-kiraliktir-17760517,,,,Boş,Yok,,,,,,,,
17714520,25 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,50 m²,53 m²,2+0,4,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,12.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/duru-group-dan-erenler-ana-cadde-uzeri-temiz-20-sorunsuz-daire-17714520,,,,Eşyalı,Yok,,,,,,,,
17741258,31 Temmuz 2025,31 Temmuz 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,6.Kat,6,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,11.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/cumhuriyet-mh-kiralik-21-dogalgazli-asansorlu-temiz-daire-17741258,,,,Boş,Yok,,,,,,,,
17750960,01 Ağustos 2025,01 Ağustos 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,16-20,1.Kat,2,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,Var,3,Açık Balkon,2,Genel Fiyat,12.000TL,Afyonkarahisar - Bolvadin - Selçuklu Mahallesi,https://www.emlakjet.com/ilan/yaman-dan-bolvadin-selcuklu-mahallesinde-31-kiralik-daire-17750960,1869,16,İkinci El,Boş,,Betonarme,,12000 TL,Evet,,,,
